title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
Visual motion: from cortex to percept,https://books.google.com/books?hl=en&lr=&id=9_mdDwAAQBAJ&oi=fnd&pg=PA111&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=0mjRDApJZa&sig=_GXIAsqXc7ugBZZeiMpV86E23Rs,Cited by 5,"https://scholar.google.com/scholar?q=related:FE6Xq3wzPxoJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",964,All 4 versions,"C Aaen-Stockdale, B Thompson - IntechOpen, 2012 - books.google.com","… Visual Motion: From Cortex to Percept 119 coherence task in their blind hemifield (Huxlin et … This
patient, LM, did not have a scotoma (region of blindness) as would be expected … one eye
(anisometropia), a turned eye (strabismus) or less commonly a congenital cataract (Holmes … 
"
Severity of infantile nystagmus syndrome-like ocular motor phenotype is linked to the extent of the underlying optic nerve projection defect in zebrafish belladonna …,https://www.jneurosci.org/content/32/50/18079.short,Cited by 14,"https://scholar.google.com/scholar?q=related:17-KBkkSZMIJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",965,All 10 versions,"SP Huber-Reggi, CC Chen, L Grimm… - Journal of …, 2012 - Soc Neuroscience",
KEYNOTE LECTURES,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5423487/,,"https://scholar.google.com/scholar?q=related:C05koSuu02MJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",966,,"C Kennard - Neuro-Ophthalmology, 2013 - ncbi.nlm.nih.gov","… in LHON, an inherited mitochondrial disease which causes rapid vision loss and lifelong blindness …
a spontaneous adaptive tendency to shift the field defect towards the blind side, which can … genetic
mutations have been identified in a number of congenital abnormalities, many … 
"
"Abele, AE, & Wojciszke, B.(2007). Agency and communion from the perspective of self versus others. Journal of Personality and Social Psychology, 93, 751–763.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/ADF5E3F10B9847E34207B96A2701A4B6/9781107154988ref_366-472.pdf/references.pdf,,,967,,"E Abrahamse, JP van Dijck, W Fias, J Abrams… - Social …, 2012 - cambridge.org","… Boosting pitch encoding with audiovisual interactions in congenital amusia … Running in circles
or moving along lines: Conceptualization of musical elements in sighted and blind children … Journal
of Experimental Psychology: Human Perception and Performance, 37, 1569–1577 … 
"
Biological effects after prenatal irradiation (embryo and fetus): ICRP Publication 90 Approved by the Commission in October 2002,https://www.sciencedirect.com/science/article/pii/S0146645303000216,Cited by 7,"https://scholar.google.com/scholar?q=related:2Rw3tEW1GgAJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",968,All 7 versions,"J Valentin - Annals of the ICRP, 2003 - Elsevier","… A critical review of these new data has been performed by a task group, and … At first sight, the
pre-implantation period is determined by cell proliferation processes from the … of the implantation
process, embryonic death was more likely to occur during the postimplantation period … 
"
Untersuchung der Expression und Verteilung kortikaler und hippocampaler Neurotransmitter-Rezeptoren durch visuelle und auditorische Deprivation,https://d-nb.info/1205975853/34,,"https://scholar.google.com/scholar?q=related:i5WyyN1gAQsJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",969,All 4 versions,M Feldmann - 2020 - d-nb.info,"… PPC Posteriorer parietaler Kortex PRP engl. Plasticity related Protein rd1 Retinale Degeneration
1 SC Somatosensorischer Kortex … CREB wiederum ist für die Transkription einer Reihe von
Effektorproteinen, den sogenannten PRP (engl. Plasticity Related Proteins), Page 18. 14 … 
"
Pediatric Ophthalmology 2014 A Magnificent Mile of Innovations,https://www.researchgate.net/profile/Jon_Saunte/publication/277003820_Minimally_Invasive_Strabismus_Surgery_Video_Presentations_of_Basic_and_Advanced_Principles_Jon_Peiter_Saunte_MD_and_Daniel_S_Mojon_MD_American_Academy_of_Ophthalmology_Annual_Meeting_Chicago_Illinois_/links/555ce39808ae9963a1120eeb/Minimally-Invasive-Strabismus-Surgery-Video-Presentations-of-Basic-and-Advanced-Principles-Jon-Peiter-Saunte-MD-and-Daniel-S-Mojon-MD-American-Academy-of-Ophthalmology-Annual-Meeting-Chicago-Illinoi.pdf,,"https://scholar.google.com/scholar?q=related:wJd_TcBIT9wJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",970,All 2 versions,"JC Edmond, DE Neely - 2014 - researchgate.net","… 9:40 AM Red, Itchy Eyes Stephen C Pflugfelder MD* 13, 15 9:49 AM Congenital White Eyes,
Turned into Bright Eyes Kanwal K Nischal MBBS* 13, 16 … Sean P Donahue MD PhD* 17
10:46 AM Amblyopia: It's a Binocular Disorder Eileen E Birch PhD* 18 … 
"
Toward an Integrated Developmental Cognitive Neuroscience,https://books.google.com/books?hl=en&lr=&id=kUTOTZYsSdsC&oi=fnd&pg=PA224&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=39Zk63KadI&sig=lrT_lkojx7b6ZTtHXo600n-1JFc,,"https://scholar.google.com/scholar?q=related:o5RNuPctltcJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",971,,"ÓMH Johnson - Developmental Cognitive Neuroscience, 2010 - books.google.com","… As attractive as the notion may seem at ﬁrst sight, patterns of gene expression do not neatly
localize to small … Detailed exploration of face- related processing in congenital prosopagnosia:
Functional neuroimaging ﬁndings … How important are the eyesin neonatal face perception … 
"
Methods and systems for improving speech recognition,https://patents.google.com/patent/US20160279417A1/en,,"https://scholar.google.com/scholar?q=related:GPsgUbBEvgAJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",972,All 2 versions,"MP Kilgard, IIRL Rennaker - US Patent App. 14/994,033, 2016 - Google Patents","… Google has not performed a legal analysis and makes no representation as to the accuracy of
the date listed.) 2015-01-12 Filing date 2016-01-12 Publication date 2016-09-29 2015-01-12
Priority to US201562102443P priority Critical 2016-01-12 Application filed by University … 
"
RESPONSIVE INSTRUCTION,https://www.academia.edu/download/62169445/Daniel_P._Hallahan-Exceptional_LearnersAn_Introduction_to_Special_Education.201420200222-15026-19pl0ws.pdf#page=371,,"https://scholar.google.com/scholar?q=related:m04J6r61GhEJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",973,All 2 versions,"BKL Sayeski - Exceptional Learners Hallahan et al. Tw, 2014 - academia.edu","… educator, such as: 1. An understanding of the communication features (eg, visual cues,
accommodations) that … of the connexin-26 gene now considered the most common cause of
congenital deafness … Sign language is the primary language of most people in the Deaf community … 
"
"Fish behaviour, learning, aquaculture and fisheries",https://books.google.com/books?hl=en&lr=&id=cI9gbVyH6lsC&oi=fnd&pg=PA359&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=g-Xq_Iueq2&sig=_QorvKEygqPnEeU896m4tkCN4oc,Cited by 34,"https://scholar.google.com/scholar?q=related:nHEgXw10MPEJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",974,All 2 versions,"A Fernö, G Huse, PJ Jakobsen, TS Kristiansen… - 2011 - books.google.com","… due to overfishing may create a completely new culture after population restoration due to … the
fish has the ability of generalisation (Lieberman 2000) and to associate similar cues or sensory …
Fishermen have reported an easily recognisable blind cod found in pots over and over … 
"
The world as an inside working memory,http://search.proquest.com/openview/14cd144cf5a8058c4739b1acd951dd14/1?pq-origsite=gscholar&cbl=47829,,"https://scholar.google.com/scholar?q=related:fjOYsVcW3n0J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",975,All 4 versions,"N Osaka - Behavioral and Brain Sciences, 2004 - search.proquest.com","… Closing the blinds to reduce the avail- able information suppresses motion sickness by … Visual
event-related potentials (ERPs) have been recorded in congenitally deaf cats (Rebillard et al …
Moreover, in con- genitally blind humans, auditory and somatosensory ERPs have been … 
"
Child psychology and psychiatry: An introduction,https://books.google.com/books?hl=en&lr=&id=fToZMAzFs-YC&oi=fnd&pg=PR6&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=YS8PI90DcI&sig=eD8XQP8rDd3yjwI3JMNGKv2ETp8,Cited by 8,"https://scholar.google.com/scholar?q=related:JQ00mS2Gw7YJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",976,,DH Skuse - 2003 - books.google.com,"… Developmental Language Disorders Kate Nation Development of Deaf and Blind Children Peter …
Peter Hindley BSc MRCPsych CACDP stage II Consultant Deaf Child and Family … Developmental
language disorders encompass another set of congenital or (rarely) acquired … 
"
Levels of emotion and levels of consciousness,http://search.proquest.com/openview/21d8acdb84de4f67221170480d00c481/1?pq-origsite=gscholar&cbl=47829,Cited by 23,"https://scholar.google.com/scholar?q=related:ghVRWsHNWaYJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",977,All 2 versions,"C Izard - Behavioral and Brain Sciences, 2007 - search.proquest.com","… The animal appears blind in a manner resem- bling the cortical blindness that follows radical …
animal's ability to orient to and to localize stimuli in the formerly blind field (Sprague … arranged
in topographically organized sheets layered one upon the other through the depths of the … 
"
Interactive and Uncertainty-aware Imitation Learning: Theory and Applications,https://spectrum.library.concordia.ca/984373/1/Diaz_MSc_F2018.pdf,,"https://scholar.google.com/scholar?q=related:cnYDNres600J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",978,All 2 versions,MR Diaz Cabrera - 2018 - spectrum.library.concordia.ca,"… with capturing the knowledge of sighted individuals into a solution for helping blind individuals
with … As an in-depth literature survey is outside of the scope of this chapter, the reader … to learn
robotic control parameters (at different granularity levels) from the perception pipeline (eg … 
"
Radial Deformation Acuity In Children With Amblyopia,https://dalspace.library.dal.ca/handle/10222/21727,,"https://scholar.google.com/scholar?q=related:zQQXb89GyRcJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",979,,MJ Betts - 2013 - dalspace.library.dal.ca,"… 2007; Kanonidou, 2011). The most common cause is a congenital or early onset … from blindness
than those with two good eyes as a result of injury or disease in the non … in global form perception,
global contour perception, Vernier acuity and positional acuity … 
"
Consciousness without a cerebral cortex,https://www.sciencedirect.com/science/article/pii/B9780444529770500103,Cited by 778,"https://scholar.google.com/scholar?q=related:GDjiQkc6x4wJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",980,All 23 versions,"B Merker - Consciousness Transitions, 2007 - Elsevier","… The animal appears blind in a manner resembling the cortical blindness that follows radical
damage to … animal's ability to orient to and to localize stimuli in the formerly blind field (Sprague …
in topographically organized sheets layered one upon the other through the depths of the … 
"
Learning Disabilities in the primary classroom,https://books.google.com/books?hl=en&lr=&id=8JBoDwAAQBAJ&oi=fnd&pg=PT10&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=PTQ7WmlncD&sig=ftSuXsO6jXk2O9CFZQ8VcogagF4,Cited by 9,"https://scholar.google.com/scholar?q=related:rSQxvqJJbWQJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",981,All 2 versions,L Harding - 2018 - books.google.com,"… For example the tactile-motor channel as used by the blind-deaf person (eg Helen … Most notable,
of course, was the syndrome of word blindness (Hinshelwood, 1917) or developmental … skills of
perceptual-motor functioning, mathematics (to an extent) and social perception follow … 
"
